STATE,District Name,Market Name,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Price Date
West Bengal,alipurduar,Alipurduar,Potato,Red,FAQ,1400.0,1500.0,1450.0,6/7/2023
Madhya Pradesh,panna,Pawai,Wheat,147 Average,FAQ,2300.0,2300.0,2300.0,6/7/2023
Uttar Pradesh,meerut,Meerut,Potato,Desi,FAQ,1020.0,1250.0,1120.0,6/7/2023
Maharashtra,wardha,Sindi(Selu),Wheat,Other,FAQ,2100.0,2350.0,2300.0,6/7/2023
Madhya Pradesh,hoshangabad,Pipariya,Wheat,Other,FAQ,1880.0,2294.0,2260.0,6/7/2023
Maharashtra,nashik,Pimpalgaon,Onion,Other,FAQ,200.0,1700.0,1001.0,6/7/2023
Madhya Pradesh,khargone,Khargone,Potato,(Red Nanital),FAQ,500.0,1200.0,800.0,6/7/2023
Gujarat,anand,"Anand(Veg,Yard,Anand)",Potato,Potato,FAQ,1200.0,1300.0,1250.0,6/7/2023
Haryana,gurgaon,Sohna,Potato,Potato,FAQ,1000.0,1000.0,1000.0,6/7/2023
Rajasthan,tonk,Dooni,Wheat,147 Average,FAQ,2150.0,2465.0,2308.0,6/7/2023
Madhya Pradesh,jhabua,Petlawad,Onion,Hybrid,FAQ,1000.0,1500.0,1188.0,6/7/2023
Uttar Pradesh,etawah,Etawah,Onion,Red,FAQ,1035.0,1435.0,1235.0,6/7/2023
Madhya Pradesh,gwalior,Lashkar(F&V),Potato,Local,FAQ,800.0,1200.0,1000.0,6/7/2023
Madhya Pradesh,datia,Sevda,Wheat,Mill Quality,FAQ,2200.0,2274.0,2260.0,6/7/2023
Gujarat,amreli,Savarkundla,Wheat,Bansi,FAQ,2175.0,2800.0,2488.0,6/7/2023
Uttar Pradesh,sitapur,Hargaon (Laharpur),Onion,Nasik,FAQ,800.0,1000.0,900.0,6/7/2023
Uttar Pradesh,ballia,Rasda,Potato,Desi,FAQ,850.0,1000.0,920.0,6/7/2023
Gujarat,gandhinagar,Mansa,Wheat,Medium,FAQ,2000.0,2280.0,2230.0,6/7/2023
Gujarat,surendranagar,Vadhvan,Onion,Onion,FAQ,1000.0,1500.0,1250.0,6/7/2023
Uttar Pradesh,bulandshahar,Siyana,Wheat,Dara,FAQ,2160.0,2200.0,2180.0,6/7/2023
Haryana,fatehabad,Jakhal,Onion,Other,FAQ,1400.0,1400.0,1400.0,6/7/2023
Himachal Pradesh,kangra,Palampur,Potato,Other,FAQ,1300.0,1400.0,1350.0,6/7/2023
Uttar Pradesh,aligarh,Khair,Potato,Desi,FAQ,880.0,960.0,910.0,6/7/2023
Madhya Pradesh,chhindwara,Chhindwara(F&V),Onion,Red,FAQ,500.0,800.0,600.0,6/7/2023
Uttar Pradesh,badaun,Wazirganj,Wheat,Dara,FAQ,2200.0,2260.0,2230.0,6/7/2023
Maharashtra,nashik,Yeola,Wheat,Maharashtra 2189,FAQ,2081.0,2370.0,2160.0,6/7/2023
Uttar Pradesh,sitapur,Viswan,Wheat,Dara,FAQ,2250.0,2320.0,2290.0,6/7/2023
Uttar Pradesh,ballia,Vilthararoad,Wheat,Dara,FAQ,2125.0,2300.0,2200.0,6/7/2023
Maharashtra,nashik,Devala,Onion,Other,FAQ,100.0,1200.0,800.0,6/7/2023
Kerala,kannur,Kannur,Onion,Other,FAQ,1600.0,2000.0,1800.0,6/7/2023
Gujarat,sabarkantha,Talod,Wheat,Other,FAQ,2100.0,2395.0,2248.0,6/7/2023
Orissa,kendrapara,Kendrapara(Marshaghai),Potato,Potato,FAQ,1500.0,1600.0,1600.0,6/7/2023
Rajasthan,tonk,Deoli,Wheat,Other,FAQ,2150.0,2450.0,2300.0,6/7/2023
Maharashtra,sholapur,Akluj,Onion,Red,FAQ,150.0,810.0,500.0,6/7/2023
Karnataka,shimoga,Shimoga,Tomato,Tomato,FAQ,20.0,32.0,25.0,6/7/2023
Uttar Pradesh,amroha,Dhanaura,Wheat,Dara,FAQ,2125.0,2150.0,2135.0,6/7/2023
Madhya Pradesh,vidisha,Lateri,Wheat,Lokwan,FAQ,2135.0,2460.0,2295.0,6/7/2023
Rajasthan,ganganagar,Sadulshahar,Wheat,Other,FAQ,2090.0,2180.0,2100.0,6/7/2023
Himachal Pradesh,shimla,Shimla and Kinnaur(Rampur),Potato,Other,FAQ,1500.0,2000.0,1600.0,6/7/2023
Madhya Pradesh,ujjain,Ujjain,Wheat,Lokwan,FAQ,1401.0,2840.0,2361.0,6/7/2023
Uttar Pradesh,rampur,Rampur,Tomato,Deshi,FAQ,800.0,900.0,850.0,6/7/2023
Uttar Pradesh,jaunpur,Shahganj,Onion,Red,FAQ,1100.0,1200.0,1150.0,6/7/2023
Uttar Pradesh,varanasi,Varanasi(F&V),Potato,Badshah,FAQ,850.0,985.0,935.0,6/7/2023
Madhya Pradesh,tikamgarh,Tikamgarh,Wheat,Other,FAQ,2210.0,2294.0,2260.0,6/7/2023
Madhya Pradesh,bhind,Mow,Wheat,Other,FAQ,2190.0,2250.0,2215.0,6/7/2023
Gujarat,rajkot,Rajkot,Wheat,Lokwan,FAQ,2095.0,2305.0,2215.0,6/7/2023
Rajasthan,hanumangarh,Hanumangarh,Wheat,Other,FAQ,2130.0,2205.0,2175.0,6/7/2023
Madhya Pradesh,tikamgarh,Palera,Wheat,Mill Quality,FAQ,2130.0,2150.0,2140.0,6/7/2023
Maharashtra,nagpur,Ramtek,Tomato,Other,FAQ,1800.0,2000.0,1900.0,6/7/2023
Uttar Pradesh,balrampur,Tulsipur,Wheat,Dara,FAQ,2300.0,2350.0,2320.0,6/7/2023
Uttar Pradesh,lucknow,Lucknow,Potato,Desi,FAQ,940.0,1040.0,1000.0,6/7/2023
Uttar Pradesh,ballia,Rasda,Tomato,Deshi,FAQ,760.0,920.0,830.0,6/7/2023
Madhya Pradesh,damoh,Patharia,Wheat,Lokwan MP No. 1,FAQ,2132.0,2561.0,2252.0,6/7/2023
 Punjab,fazilka,Jalalabad,Onion,Other,FAQ,1000.0,1000.0,1000.0,6/7/2023
Uttar Pradesh,amroha,Dhanaura,Onion,Medium,FAQ,800.0,1000.0,900.0,6/7/2023
Uttar Pradesh,ballia,Vilthararoad,Potato,Desi,FAQ,1000.0,1100.0,1050.0,6/7/2023
Haryana,kurukshetra,Shahabad,Tomato,Tomato,FAQ,300.0,500.0,400.0,6/7/2023
Uttar Pradesh,lucknow,Lucknow,Wheat,Dara,FAQ,2240.0,2340.0,2290.0,6/7/2023
Meghalaya,east khasi hills,Shillong,Potato,Local,FAQ,1500.0,1700.0,1600.0,6/7/2023
Uttar Pradesh,sitapur,Sitapur,Onion,Red,FAQ,1000.0,1150.0,1080.0,6/7/2023
Gujarat,rajkot,Rajkot(Veg.Sub Yard),Tomato,Tomato,FAQ,1000.0,2500.0,1750.0,6/7/2023
Uttar Pradesh,jhansi,Gurusarai,Potato,Desi,FAQ,1000.0,1090.0,1040.0,6/7/2023
Maharashtra,ahmednagar,Rahata,Potato,Other,FAQ,1500.0,1500.0,1500.0,6/7/2023
Uttar Pradesh,ghazipur,Gazipur,Wheat,Dara,FAQ,2150.0,2190.0,2170.0,6/7/2023
Himachal Pradesh,hamirpur,Hamirpur(Nadaun),Onion,Other,FAQ,1800.0,2000.0,1900.0,6/7/2023
Maharashtra,ahmednagar,Shrirampur,Onion,Other,FAQ,200.0,1200.0,650.0,6/7/2023
Gujarat,rajkot,Gondal,Onion,Red,FAQ,355.0,1305.0,1055.0,6/7/2023
Uttar Pradesh,firozabad,Shikohabad,Potato,Local,FAQ,650.0,750.0,700.0,6/7/2023
Haryana,ambala,Barara,Onion,Other,FAQ,900.0,1000.0,900.0,6/7/2023
Uttar Pradesh,ghaziabad,Noida,Wheat,Dara,FAQ,2050.0,2300.0,2250.0,6/7/2023
Uttar Pradesh,ghaziabad,Ghaziabad,Onion,Red,FAQ,1150.0,1250.0,1200.0,6/7/2023
Maharashtra,thane,Vasai,Wheat,Other,FAQ,2850.0,3960.0,3460.0,6/7/2023
Orissa,bargarh,Bargarh,Onion,Other,FAQ,1500.0,1700.0,1600.0,6/7/2023
Uttar Pradesh,jhansi,Chirgaon,Tomato,Tomato,FAQ,1000.0,1040.0,1020.0,6/7/2023
Kerala,kottayam,Kanjirappally,Tomato,Tomato,FAQ,5500.0,6000.0,5800.0,6/7/2023
Himachal Pradesh,kangra,Kangra(Nagrota Bagwan),Tomato,Deshi,FAQ,1300.0,1400.0,1350.0,6/7/2023
Gujarat,jamnagar,Dhrol,Wheat,Other,FAQ,1850.0,2315.0,2085.0,6/7/2023
Madhya Pradesh,harda,Timarni,Tomato,Tomato,FAQ,1000.0,1200.0,1100.0,6/7/2023
Punjab,ludhiana,Samrala,Potato,Other,FAQ,400.0,600.0,500.0,6/7/2023
Nagaland,mokokchung,Mokokchung Town,Onion,Other,FAQ,2500.0,3500.0,3000.0,6/7/2023
Kerala,ernakulam,Angamaly,Tomato,Tomato,FAQ,4000.0,5000.0,4500.0,6/7/2023
Punjab,amritsar,Amritsar(Amritsar Mewa Mandi),Tomato,Tomato,FAQ,200.0,400.0,300.0,6/7/2023
Maharashtra,jalgaon,Dharangaon,Wheat,Other,FAQ,1865.0,2350.0,2311.0,6/7/2023
Uttar Pradesh,bulandshahar,Anoop Shahar,Onion,Red,FAQ,1100.0,1300.0,1200.0,6/7/2023
Uttar Pradesh,mirzapur,Ahirora,Tomato,Hybrid,FAQ,650.0,850.0,750.0,6/7/2023
Uttar Pradesh,sitapur,Viswan,Onion,Red,FAQ,1070.0,1110.0,1090.0,6/7/2023
Uttar Pradesh,maharajganj,Anandnagar,Onion,Red,FAQ,1085.0,1255.0,1170.0,6/7/2023
Rajasthan,chittorgarh,Chittorgarh,Onion,Other,FAQ,1000.0,1400.0,1200.0,6/7/2023
Madhya Pradesh,balaghat,Mohgaon,Wheat,Local,FAQ,2130.0,2150.0,2130.0,6/7/2023
Uttar Pradesh,saharanpur,Saharanpur,Potato,Desi,FAQ,975.0,1260.0,1125.0,6/7/2023
Uttar Pradesh,aligarh,Aligarh,Tomato,Hybrid,FAQ,700.0,800.0,750.0,6/7/2023
Maharashtra,ahmednagar,Kopargaon,Onion,Other,FAQ,300.0,1150.0,750.0,6/7/2023
Kerala,kottayam,Ettumanoor,Potato,Potato,FAQ,2800.0,3200.0,3000.0,6/7/2023
Uttar Pradesh,banda,Atarra,Tomato,Deshi,FAQ,1000.0,1060.0,1030.0,6/7/2023
Uttar Pradesh,deoria,Barhaj,Tomato,Hybrid,FAQ,1140.0,1160.0,1150.0,6/7/2023
Delhi,delhi,Azadpur,Onion,Onion,FAQ,375.0,1500.0,1031.0,6/7/2023
Uttar Pradesh,jaunpur,Shahganj,Potato,Badshah,FAQ,900.0,1000.0,950.0,6/7/2023
Himachal Pradesh,hamirpur,Hamirpur(Nadaun),Potato,Other,FAQ,1200.0,1600.0,1400.0,6/7/2023
Uttar Pradesh,fatehpur,Fatehpur,Potato,Desi,FAQ,800.0,1000.0,895.0,6/7/2023
Uttar Pradesh,etawah,Etawah,Potato,Desi,FAQ,785.0,985.0,885.0,6/7/2023
Kerala,thiruvananthapuram,Aralamoodu,Potato,Potato,FAQ,3000.0,3500.0,3500.0,6/7/2023
West Bengal,alipurduar,Alipurduar,Potato,Jyoti,FAQ,1150.0,1250.0,1200.0,6/7/2023
Maharashtra,jalgaon,Bhusaval,Tomato,Other,FAQ,500.0,500.0,500.0,6/7/2023
Uttar Pradesh,bulandshahar,Divai,Potato,F.A.Q.,FAQ,500.0,700.0,600.0,6/7/2023
Chandigarh,chandigarh,Chandigarh(Grain/Fruit),Potato,Other,FAQ,400.0,1400.0,1000.0,6/7/2023
Uttar Pradesh,badaun,Badayoun,Tomato,Deshi,FAQ,700.0,800.0,740.0,6/7/2023
Punjab,jalandhar,Goraya,Onion,Other,FAQ,1300.0,1300.0,1300.0,6/7/2023
Uttar Pradesh,sambhal,Sambhal,Potato,Desi,FAQ,600.0,700.0,650.0,6/7/2023
Haryana,jind,Safidon,Potato,Other,FAQ,1000.0,1000.0,1000.0,6/7/2023
Haryana,kurukshetra,Ladwa,Tomato,Tomato,FAQ,500.0,600.0,550.0,6/7/2023
Haryana,ambala,Ambala City(Subji Mandi),Tomato,Other,FAQ,700.0,1305.0,1060.0,6/7/2023
Kerala,kollam,Kottarakkara,Onion,Other,FAQ,2500.0,2500.0,2500.0,6/7/2023
Karnataka,kolar,Bangarpet,Tomato,Tomato,FAQ,500.0,2000.0,1200.0,6/7/2023
Madhya Pradesh,dhar,Dhar,Wheat,Lokwan,FAQ,2180.0,2750.0,2460.0,6/7/2023
Maharashtra,nashik,Lasalgaon(Vinchur),Onion,Other,FAQ,350.0,1300.0,950.0,6/7/2023
Uttar Pradesh,banda,Banda,Tomato,Hybrid,FAQ,950.0,1120.0,1050.0,6/7/2023
Punjab,moga,Moga,Onion,Other,FAQ,800.0,1200.0,1000.0,6/7/2023
Maharashtra,nashik,Lasalgaon,Onion,Other,FAQ,400.0,1451.0,1000.0,6/7/2023
Madhya Pradesh,dhar,Manawar,Onion,Other,FAQ,700.0,900.0,800.0,6/7/2023
Himachal Pradesh,mandi,Mandi(Mandi),Onion,Onion,FAQ,1400.0,1800.0,1600.0,6/7/2023
Orissa,keonjhar,Saharpada,Potato,Other,FAQ,1800.0,2000.0,1800.0,6/7/2023
Kerala,thiruvananthapuram,Attingal,Tomato,Other,FAQ,3700.0,4500.0,4000.0,6/7/2023
Madhya Pradesh,shajapur,Kalapipal,Onion,Other,FAQ,100.0,701.0,360.0,6/7/2023
Nagaland,mokokchung,Mangkolemba,Onion,Other,FAQ,2500.0,3500.0,3000.0,6/7/2023
Kerala,malappuram,Kottakkal,Tomato,Other,FAQ,2700.0,2800.0,2750.0,6/7/2023
Jammu & Kashmir,udhampur,Reasi,Potato,Potato,FAQ,1200.0,1400.0,1300.0,6/7/2023
Uttar Pradesh,ghaziabad,Ghaziabad,Wheat,Dara,FAQ,2310.0,2330.0,2320.0,6/7/2023
Uttar Pradesh,saharanpur,Chutmalpur,Potato,Potato,FAQ,700.0,900.0,800.0,6/7/2023
Punjab,barnala,Barnala,Tomato,Other,FAQ,400.0,700.0,550.0,6/7/2023
Uttar Pradesh,amroha,Amroha,Tomato,Deshi,FAQ,650.0,800.0,730.0,6/7/2023
Punjab,hoshiarpur,Dasuya,Onion,Other,FAQ,1000.0,1300.0,1150.0,6/7/2023
Maharashtra,kolhapur,Vadgaonpeth,Onion,Local,FAQ,10.0,15.0,12.0,6/7/2023
Kerala,ernakulam,Aluva,Tomato,Tomato,FAQ,3500.0,4000.0,3800.0,6/7/2023
Kerala,kottayam,Kottayam,Onion,Onion,FAQ,5200.0,5600.0,5400.0,6/7/2023
Kerala,idukki,Adimali,Tomato,Hybrid,FAQ,5000.0,6000.0,5000.0,6/7/2023
Madhya Pradesh,tikamgarh,Jatara,Wheat,Mill Quality,FAQ,2150.0,2200.0,2150.0,6/7/2023
Uttar Pradesh,jaunpur,Jaunpur,Wheat,Dara,FAQ,2170.0,2225.0,2200.0,6/7/2023
Gujarat,surendranagar,Vadhvan,Potato,Potato,FAQ,1500.0,2000.0,1750.0,6/7/2023
Uttar Pradesh,jhansi,Chirgaon,Wheat,Dara,FAQ,2180.0,2240.0,2210.0,6/7/2023
Rajasthan,bundi,Dei,Wheat,Other,FAQ,2108.0,2231.0,2150.0,6/7/2023
Madhya Pradesh,dewas,Dewas,Wheat,Other,FAQ,2000.0,2680.0,2100.0,6/7/2023
Haryana,rewari,Rewari,Potato,Other,FAQ,600.0,1600.0,1000.0,6/7/2023
Uttar Pradesh,banda,Baberu,Tomato,Hybrid,FAQ,965.0,1095.0,1025.0,6/7/2023
Jammu and Kashmir,anantnag,Ashahipora (Anantnagh),Tomato,Other,FAQ,1400.0,1500.0,1450.0,6/7/2023
Kerala,thiruvananthapuram,Aralamoodu,Tomato,Tomato,FAQ,6000.0,6000.0,6000.0,6/7/2023
Uttar Pradesh,ghazipur,Gazipur,Potato,Desi,FAQ,900.0,940.0,920.0,6/7/2023
Madhya Pradesh,shajapur,Kalapipal,Wheat,MP Sharbati,FAQ,2210.0,2880.0,2330.0,6/7/2023
Uttar Pradesh,amroha,Amroha,Potato,Kufri Megha,FAQ,850.0,1020.0,930.0,6/7/2023
Karnataka,dharwad,Hubli (Amaragol),Onion,Puna,FAQ,400.0,1500.0,820.0,6/7/2023
Gujarat,rajkot,Jetpur(Dist.Rajkot),Onion,Onion,FAQ,450.0,1405.0,755.0,6/7/2023
Maharashtra,kolhapur,Kolhapur,Onion,Other,FAQ,500.0,1600.0,1000.0,6/7/2023
Punjab,ludhiana,Doraha,Potato,Other,FAQ,800.0,1000.0,936.0,6/7/2023
West Bengal,nadia,Chakdah,Tomato,Hybrid,FAQ,3600.0,3750.0,3700.0,6/7/2023
Rajasthan,kota,Kota,Wheat,Other,FAQ,2001.0,2501.0,2230.0,6/7/2023
Uttar Pradesh,jhansi,Chirgaon,Onion,Red,FAQ,930.0,990.0,960.0,6/7/2023
Rajasthan,tonk,Tonk,Wheat,Deshi,FAQ,2101.0,2190.0,2146.0,6/7/2023
Uttar Pradesh,etawah,Bharthna,Tomato,Hybrid,FAQ,750.0,950.0,850.0,6/7/2023
Maharashtra,thane,Ulhasnagar,Wheat,Other,FAQ,3000.0,3500.0,3250.0,6/7/2023
Uttar Pradesh,banda,Banda,Wheat,Dara,FAQ,2125.0,2250.0,2200.0,6/7/2023
Madhya Pradesh,harda,Harda(F&V),Onion,Medium,FAQ,600.0,700.0,650.0,6/7/2023
Karnataka,bangalore,Bangalore,Wheat,Local,FAQ,3000.0,4000.0,3500.0,6/7/2023
Uttar Pradesh,unnao,Bangarmau,Wheat,Dara,FAQ,2150.0,2250.0,2200.0,6/7/2023
Madhya Pradesh,rajgarh,Biaora,Onion,1st Sort,FAQ,200.0,600.0,400.0,6/7/2023
Uttar Pradesh,bijnor,Bijnaur,Tomato,Hybrid,FAQ,700.0,800.0,750.0,6/7/2023
Madhya Pradesh,rajgarh,Biaora,Tomato,Deshi,FAQ,600.0,1000.0,900.0,6/7/2023
Uttar Pradesh,jaunpur,Jaunpur,Potato,Badshah,FAQ,900.0,960.0,925.0,6/7/2023
West Bengal,jalpaiguri,Dhupguri,Potato,Jyoti,FAQ,1050.0,1250.0,1150.0,6/7/2023
Madhya Pradesh,narsinghpur,Kareli,Wheat,Deshi,FAQ,2150.0,2321.0,2236.0,6/7/2023
Chhattisgarh,bilaspur,Tiphra,Potato,Other,FAQ,1000.0,1200.0,1100.0,6/7/2023
Uttar Pradesh,hardoi,Shahabad(New Mandi),Wheat,Dara,FAQ,2240.0,2320.0,2280.0,6/7/2023
Kerala,ernakulam,Thrippunithura,Onion,Big,FAQ,1800.0,2400.0,1800.0,6/7/2023
Uttar Pradesh,aligarh,Atrauli,Potato,Desi,FAQ,750.0,850.0,800.0,6/7/2023
Kerala,kollam,Chathanoor,Tomato,Other,FAQ,3800.0,4200.0,4000.0,6/7/2023
Uttar Pradesh,mahoba,Mahoba,Onion,Red,FAQ,900.0,1000.0,950.0,6/7/2023
Maharashtra,nashik,Chandvad,Tomato,Local,FAQ,350.0,1300.0,850.0,6/7/2023
Uttar Pradesh,sambhal,Chandausi,Tomato,Hybrid,FAQ,700.0,800.0,740.0,6/7/2023
West Bengal,murshidabad,Kandi,Wheat,Other,FAQ,2250.0,2290.0,2270.0,6/7/2023
Orissa,keonjhar,Keonjhar,Onion,Other,FAQ,2000.0,2200.0,2000.0,6/7/2023
Punjab,jalandhar,Jalandhar City(Jalandhar),Potato,Other,FAQ,220.0,1000.0,560.0,6/7/2023
Maharashtra,satara,Karad,Tomato,Other,FAQ,800.0,1200.0,1200.0,6/7/2023
West Bengal,murshidabad,Jangipur,Potato,Jyoti,FAQ,1360.0,1410.0,1390.0,6/7/2023
Karnataka,kolar,Chickkaballapura,Tomato,Tomato,FAQ,500.0,2600.0,1500.0,6/7/2023
Kerala,alappuzha,Chengannur,Tomato,Other,FAQ,3000.0,3500.0,3200.0,6/7/2023
Uttar Pradesh,fatehpur,Khaga,Wheat,Dara,FAQ,2100.0,2300.0,2200.0,6/7/2023
Rajasthan,jhalawar,Khanpur,Wheat,Other,FAQ,2200.0,2400.0,2300.0,6/7/2023
Kerala,alappuzha,Aroor,Tomato,Other,FAQ,3800.0,4000.0,3900.0,6/7/2023
Orissa,keonjhar,Keonjhar(Dhekikote),Tomato,Other,FAQ,2200.0,2500.0,2500.0,6/7/2023
Haryana,sonipat,Gohana,Potato,Other,FAQ,1000.0,1100.0,1000.0,6/7/2023
Haryana,gurgaon,Farukh Nagar,Potato,Other,FAQ,1000.0,1200.0,1000.0,6/7/2023
Haryana,yamuna nagar,Chhachrauli,Onion,Onion,FAQ,1200.0,1400.0,1200.0,6/7/2023
Punjab,muktsar,Bariwala,Tomato,Other,FAQ,500.0,500.0,500.0,6/7/2023
Gujarat,gandhinagar,Dehgam,Wheat,Other,FAQ,2265.0,2300.0,2282.0,6/7/2023
Chhattisgarh,bilaspur,Tiphra,Onion,Other,FAQ,800.0,1000.0,900.0,6/7/2023
Karnataka,dharwad,Hubli (Amaragol),Wheat,Jawari,FAQ,2270.0,3416.0,2776.0,6/7/2023
Himachal Pradesh,hamirpur,Bharuasumerpur,Tomato,Local,FAQ,800.0,880.0,840.0,6/7/2023
Delhi,delhi,Shahdara,Potato,Potato,FAQ,1100.0,1400.0,1300.0,6/7/2023
Uttar Pradesh,bulandshahar,Buland Shahr,Tomato,Deshi,FAQ,700.0,900.0,800.0,6/7/2023
Haryana,panchkula,Barwala,Tomato,Other,FAQ,900.0,1000.0,950.0,6/7/2023
Uttar Pradesh,firozabad,Tundla,Onion,Red,FAQ,1060.0,1100.0,1075.0,6/7/2023
Punjab,moga,Baghapurana,Tomato,Tomato,FAQ,500.0,700.0,600.0,6/7/2023
Rajasthan,jhalawar,Bhawani Mandi,Wheat,Other,FAQ,2050.0,2302.0,2176.0,6/7/2023
Uttar Pradesh,fatehpur,Kishunpur,Wheat,Dara,FAQ,2150.0,2250.0,2200.0,6/7/2023
Uttar Pradesh,bahraich,Bahraich,Tomato,Hybrid,FAQ,1600.0,1700.0,1650.0,6/7/2023
Himachal Pradesh,hamirpur,Bharuasumerpur,Wheat,Dara,FAQ,2125.0,2200.0,2150.0,6/7/2023
Haryana,kurukshetra,Pehowa,Potato,Other,FAQ,1500.0,1500.0,1500.0,6/7/2023
Meghalaya,west garo hills,Dadengiri,Potato,Local,FAQ,1800.0,2200.0,2000.0,6/7/2023
Orissa,dhenkanal,Hindol,Potato,Potato,FAQ,1600.0,1800.0,1700.0,6/7/2023
Madhya Pradesh,khargone,Khargone,Tomato,Deshi,FAQ,500.0,1000.0,600.0,6/7/2023
Orissa,nuapada,Khariar,Tomato,Tomato,FAQ,2500.0,3000.0,3000.0,6/7/2023
Maharashtra,nashik,Lasalgaon,Wheat,Maharashtra 2189,FAQ,2201.0,2667.0,2341.0,6/7/2023
Maharashtra,nashik,Lasalgaon(Niphad),Wheat,Maharashtra 2189,FAQ,2241.0,2305.0,2280.0,6/7/2023
West Bengal,bankura,Bishnupur(Bankura),Onion,Nasik,FAQ,1400.0,1650.0,1600.0,6/7/2023
Orissa,kendrapara,Gopa,Potato,Potato,FAQ,1500.0,1600.0,1500.0,6/7/2023
Assam,lakhimpur,Lakhimpur,Onion,Red,FAQ,1020.0,1130.0,1085.0,6/7/2023
Punjab,jalandhar,Phillaur(Apra Mandi),Onion,Other,FAQ,1500.0,1500.0,1500.0,6/7/2023
West Bengal,nadia,Karimpur,Onion,Nasik,FAQ,1500.0,1600.0,1550.0,6/7/2023
Punjab,kapurthala,Bhulath,Tomato,Tomato,FAQ,900.0,900.0,900.0,6/7/2023
Kerala,ernakulam,Ernakulam,Potato,Potato,FAQ,2600.0,2800.0,2800.0,6/7/2023
Punjab,jalandhar,Bhogpur,Tomato,Other,FAQ,400.0,400.0,400.0,6/7/2023
Haryana,gurgaon,Gurgaon,Potato,Other,FAQ,800.0,1000.0,900.0,6/7/2023
Gujarat,kheda,Kapadvanj,Onion,Other,FAQ,800.0,1000.0,900.0,6/7/2023
Karnataka,bidar,Basava Kalayana,Wheat,Medium,FAQ,1800.0,2650.0,2500.0,6/7/2023
Uttar Pradesh,aligarh,Charra,Onion,Red,FAQ,1050.0,1150.0,1100.0,6/7/2023
Madhya Pradesh,dewas,Khategaon,Wheat,Other,FAQ,2040.0,2625.0,2290.0,6/7/2023
West Bengal,nadia,Bethuadahari,Potato,F.A.Q.,FAQ,1470.0,1500.0,1480.0,6/7/2023
Rajasthan,hanumangarh,Pilibanga,Wheat,1482,FAQ,2075.0,2161.0,2141.0,6/7/2023
West Bengal,birbhum,Rampurhat,Wheat,Sonalika,FAQ,2150.0,2250.0,2200.0,6/7/2023
Uttar Pradesh,jhansi,Jhansi,Wheat,Dara,FAQ,2165.0,2275.0,2230.0,6/7/2023
Uttar Pradesh,sambhal,Muradabad,Onion,Red,FAQ,1140.0,1180.0,1160.0,6/7/2023
Kerala,kottayam,Kanjirappally,Onion,Onion,FAQ,9000.0,10000.0,9800.0,6/7/2023
Haryana,yamuna nagar,Jagadhri,Potato,Other,FAQ,900.0,1200.0,1200.0,6/7/2023
Haryana,jind,Jind,Potato,Other,FAQ,700.0,1000.0,900.0,6/7/2023
Uttar Pradesh,balrampur,Ramanujganj,Wheat,Local,FAQ,2130.0,2130.0,2130.0,6/7/2023
Uttar Pradesh,bulandshahar,Anoop Shahar,Tomato,Deshi,FAQ,600.0,1000.0,800.0,6/7/2023
Madhya Pradesh,rajgarh,Kurawar,Wheat,Lok -1 (Nilami Rate),FAQ,1850.0,2468.0,2218.0,6/7/2023
Uttar Pradesh,shahjahanpur,Puwaha,Potato,Desi,FAQ,820.0,1020.0,920.0,6/7/2023
West Bengal,howrah,Uluberia,Potato,Jyoti,FAQ,1460.0,1500.0,1480.0,6/7/2023
Uttar Pradesh,maharajganj,Anandnagar,Tomato,Local,FAQ,1050.0,1215.0,1135.0,6/7/2023
Haryana,kurukshetra,Thanesar,Onion,Other,FAQ,900.0,1400.0,1100.0,6/7/2023
Gujarat,ahmedabad,Ahmedabad,Tomato,Other,FAQ,1200.0,2500.0,2000.0,6/7/2023
Gujarat,kheda,Kapadvanj,Wheat,Other,FAQ,2150.0,2250.0,2200.0,6/7/2023
Gujarat,porbandar,Porbandar,Wheat,Lokwan,FAQ,2080.0,2105.0,2095.0,6/7/2023
West Bengal,puruliya,Purulia,Potato,Jyoti,FAQ,1240.0,1260.0,1250.0,6/7/2023
West Bengal,kolkata,Bara Bazar (Posta Bazar),Potato,Jyoti,FAQ,1500.0,1530.0,1520.0,6/7/2023
Haryana,kurukshetra,Thanesar,Potato,Potato,FAQ,1000.0,1200.0,1100.0,6/7/2023
Uttar Pradesh,unnao,Bangarmau,Tomato,Deshi,FAQ,950.0,1000.0,980.0,6/7/2023
Gujarat,gandhinagar,Kalol,Wheat,Other,FAQ,2200.0,2350.0,2275.0,6/7/2023
Kerala,alappuzha,Alappuzha,Tomato,Other,FAQ,1500.0,2000.0,1500.0,6/7/2023
Uttar Pradesh,ambedkarnagar,Akbarpur,Tomato,Deshi,FAQ,1660.0,1730.0,1700.0,6/7/2023
Uttar Pradesh,prayagraj,Ajuha,Tomato,Deshi,FAQ,820.0,975.0,900.0,6/7/2023
West Bengal,hooghly,Sheoraphuly,Onion,Nasik,FAQ,1800.0,2000.0,1900.0,6/7/2023
Karnataka,bangalore,Bangalore,Onion,Puna,FAQ,1000.0,1800.0,1600.0,6/7/2023
Madhya Pradesh,shivpuri,Kolaras,Wheat,Other,FAQ,2060.0,2335.0,2210.0,6/7/2023
